N-PSA,VNS1,VNS10,VNS30,B&BA,BN-PSA,BVNS30
0,0,0,0,0,0,0
78386,77468,77332,77183,85170,78390,77264
84631,83978,83412,83457,89523,84556,83346
51752,50972,50610,50512,58633,51452,50478
110771,109793,108551,108618,114915,111976,108396
65162,63584,63252,63177,66822,64439,63250
91368,91258,89869,89970,98850,91957,89845
72657,70996,70982,70906,76966,72422,70926
93210,91420,90820,90758,97951,92725,90720
43965,42896,42948,42824,52469,43389,42650
104641,103974,102147,102090,107059,105024,101982
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,140,0,0
490,490,490,490,537,490,490
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,54,0,0
0,0,0,0,0,0,0
1155,1218,1154,1154,2965,1252,1154
0,0,0,0,0,0,0
1564,1564,1564,1564,4529,1725,1564
57298,56281,55866,56031,59037,57599,56052
55700,55115,54977,54939,62432,55485,54830
77914,76579,76191,76134,84416,76761,75995
54288,53156,53264,53098,59641,54604,53085
67348,66763,66763,66650,70268,67582,66547
66951,65743,65042,64837,76447,67844,64959
107230,105896,105565,105496,111063,108022,105551
70721,70136,69718,69566,75655,70753,69549
67329,65771,65415,65297,71069,66740,65228
74373,73547,72245,71886,77305,74903,71632
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
54,21,21,21,21,21,21
256,256,256,256,256,256,256
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
60312,60244,59468,59523,64396,60812,59549
70417,71607,69506,69479,78248,71421,69429
101438,99334,99129,99304,103291,101120,99171
49729,48920,48834,48759,55226,49486,48795
72366,71320,70574,70565,74165,72914,70640
74543,72815,72865,72255,78596,74028,72573
63333,62079,62170,62132,64864,62902,62167
83790,82437,81813,81588,88695,84530,81870
79917,78567,78408,78205,82063,79606,78129
53426,53401,52533,52357,59465,53397,52250
7975,7975,7975,7975,11016,8072,7975
10081,9924,9924,9921,12697,10084,9921
7833,7746,7746,7746,13876,7746,7746
7898,7888,7878,7878,11306,8036,7878
9146,9092,9026,9026,16537,9306,9028
7841,7754,7745,7745,11312,7921,7745
9702,9625,9608,9608,15092,9734,9608
7943,7948,7943,7943,10331,8066,7943
8539,8573,8478,8478,13231,8538,8478
9648,9680,9516,9516,12758,9809,9516
73537,72950,72948,72950,90450,74902,72853
65832,64970,64643,64777,71938,65670,64978
76314,74918,74076,73543,82418,75955,73747
78038,77469,77163,77106,85359,78618,76792
73326,72590,72299,72299,81784,72838,72296
71965,71043,70632,70375,81329,71974,70277
77425,76407,76117,75757,86109,76939,76027
80283,76395,76138,75980,84527,77255,75703
72854,71845,71716,71686,76457,72201,71784
78549,75795,75788,75380,85676,76212,75563
194835,193479,192042,191904,204849,193537,191617
201221,199012,197350,196653,209027,198954,197778
200149,196818,195816,195179,207357,198458,195427
205612,202881,202242,201878,215972,206418,201967
194365,192573,192287,191923,204887,196124,192061
200878,196023,195867,195537,208491,197563,195256
204693,202305,201934,202104,218104,206711,202073
211234,208235,207229,206811,218057,210651,206534
207294,205483,205244,204660,217233,207772,204975
199319,197445,196147,196607,215650,200832,196002
8661,8692,8590,8590,12373,8769,8590
8437,8393,8393,8393,14321,8411,8393
8016,8013,7982,7982,12044,8199,7982
7068,7114,7068,7068,8447,7128,7068
9263,9246,9186,9119,12729,9263,9119
9893,9943,9846,9846,12752,10040,9846
9021,8992,8992,8982,12197,9082,8982
9494,9511,9444,9448,14016,9584,9448
12974,12839,12715,12715,17260,12908,12715
9287,9356,9254,9233,13240,9489,9233
82504,81646,81646,81625,96949,84051,81866
74725,74170,74154,74066,92067,76013,74268
78236,76687,76325,76459,91101,77928,76346
78538,77761,77338,77209,83706,79443,77165
76895,75704,75330,75276,83982,75879,75236
80409,78804,78340,78467,87029,80508,78073
71114,70130,70130,70083,85381,70939,69989
75461,74757,74622,74412,87529,75520,74699
77277,75852,75469,75388,93170,76202,75210
84059,82737,82417,82176,91467,83878,82481
230960,227911,227911,227062,245032,230012,226512
213898,209853,209304,209277,223742,214367,209403
218297,215757,215163,215194,229227,220236,214833
205273,202333,201082,201058,213548,204777,201658
210714,206846,206846,206650,222688,210456,206575
212445,207842,207842,207788,218203,213650,207950
216442,213089,213002,212755,222466,216143,213187
215903,211995,210133,210230,224330,216652,210197
227317,221746,221240,220786,238647,228414,221571
201211,197834,197797,197756,207946,202038,197777
8475,8435,8341,8334,11046,8502,8302
10818,10565,10529,10529,16801,10868,10535
10228,9921,9917,9917,14023,9941,9917
8244,8244,8244,8244,12250,8244,8244
12275,12308,11885,11773,19073,12424,11897
9499,9570,9489,9489,13431,9610,9489
8954,8852,8791,8791,11632,9060,8791
8390,8259,8240,8240,9958,8390,8240
8766,8446,8228,8228,10491,8548,8228
8204,8098,8042,8042,14237,8130,8042
81142,80183,80047,79562,88644,81542,80298
70953,70247,70180,70109,79565,70731,70390
78317,76405,76149,76326,86315,78604,76416
71750,68543,68417,68479,74825,70743,68571
79290,78387,78210,78135,84717,80670,78208
74983,73858,73858,73633,86655,74871,73695
80458,80045,79879,79290,92011,81934,79573
79397,78685,78663,78609,90064,80716,78735
87006,85142,84845,84881,101423,86834,84793
86141,83153,82379,82245,90955,84695,82533
221343,218039,216698,215278,232071,219989,215347
210637,205946,205946,205889,221855,209285,205879
202096,198790,198674,197170,206016,198598,196586
209689,205813,205355,205744,219418,209111,205272
219823,216288,215300,214841,225615,219448,215123
210001,209214,208640,208529,219638,210093,207857
230499,225930,225916,225770,239773,230340,226794
216764,210299,210299,210260,226909,217481,210326
215098,211507,209924,210246,219922,214049,210351
208260,203675,203675,203675,218375,208697,203862
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13376,13249,13162,13162,17575,13759,13165
19936,19991,19845,19836,28558,20019,19822
16150,16171,15791,15791,23923,16320,15791
18974,19009,18495,18446,26808,19668,18365
18570,18406,18242,18217,22649,18783,18238
13334,13334,13334,13334,20639,13385,13334
29628,29396,29287,29328,43400,31399,29008
20689,20338,20340,20355,30431,21270,20135
22697,22057,22057,21945,32114,23248,22096
23454,23451,22893,22753,38046,23462,22626
145262,141507,139586,139230,169059,144021,139211
179082,174719,174689,174221,201475,180079,173856
142122,138786,138746,138170,177225,142303,138251
153400,146238,146238,145947,179423,150808,145936
136682,134592,134246,133336,159965,138633,133589
171602,166556,166335,166556,198566,171206,166471
186780,181154,179606,178371,208227,184708,178988
143987,140855,139874,138844,163900,145903,139192
148349,144760,142421,142483,167845,150983,141127
154930,149739,149723,148599,180053,154247,149532
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
19435,19877,18886,18860,29595,19080,18830
18728,18502,18055,18054,30895,19371,18046
20118,19806,19197,19197,26829,20819,19054
35990,35941,35532,35269,48264,36586,35160
32014,31446,31428,31446,46189,33082,31359
23913,23892,23544,23131,30276,23710,23131
17959,17662,17573,17573,25095,18111,17557
21359,21202,21100,21023,28369,21662,21005
22293,20746,20746,20676,34941,21112,20726
19218,19229,19034,19034,26258,19502,19062
177766,172125,172125,170569,195598,176179,170297
172083,168770,168398,167088,193070,171599,167702
190033,186423,186423,185496,209373,191878,185549
158718,153832,153112,153331,190955,155241,152557
169028,165431,165431,164380,196952,167864,164958
179401,173104,171783,171869,196892,177262,172445
142375,137178,137125,136328,177369,141467,136790
146833,143593,143130,142912,164712,147045,143369
168019,161230,161024,160092,192147,168745,161275
155734,152866,152866,152696,180787,155781,152346
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15197,14740,14453,14453,25576,14605,14453
38384,35836,35732,35598,58446,37248,35601
19905,20016,19742,19643,33406,20731,19590
13009,12635,12632,12632,20603,12955,12632
24382,23553,23553,23435,37541,23620,23524
15100,15010,14945,14656,22042,15300,14623
29659,28403,28164,27629,46684,29693,27655
15958,15248,15232,15114,27121,15497,15110
15829,16285,15797,15650,24686,16452,15666
30085,29746,29731,29595,49706,30573,29668
149187,147744,146170,144980,176045,147059,145262
188998,183178,183154,182207,208601,187094,183515
164245,161257,160147,160051,195879,163848,160038
157031,154087,152985,151796,180492,157298,151194
125635,123744,123564,123389,156102,125798,123617
154670,150891,150788,150330,174715,154688,151931
152148,149592,149592,149384,182764,153944,149810
152578,149695,149162,149278,178284,152411,149062
156540,152084,148930,147930,175407,153692,148648
115624,113205,112975,111549,152792,113607,111340
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1981,1693,1693,1693,3968,1998,1693
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
207335,201198,199470,199204,219340,206185,199146
132093,125971,124269,124728,161050,131402,124042
108405,102303,101288,100879,137537,106192,100288
170195,166637,164816,163688,186621,170802,163578
128938,125103,124515,124584,140744,128811,124395
153354,148633,147467,147587,167300,153121,147746
139356,134047,132701,131954,162003,136655,131874
117250,113751,112875,112692,143861,117033,112596
76006,74032,73556,73735,105410,75893,74022
79245,75996,75810,75552,94253,79267,75694
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,195,0,0
795,797,791,791,949,795,791
0,0,0,0,0,0,0
147,147,147,147,407,147,147
0,0,0,0,0,0,0
0,0,0,0,0,0,0
598,598,598,598,2248,632,598
0,0,0,0,0,0,0
0,56,0,0,340,0,0
146098,138750,138378,138147,154816,143148,138433
168498,159684,159684,159684,174157,164428,159461
159818,155308,154963,154918,172101,160742,155110
175255,169011,168928,168503,189767,177534,168080
101968,100113,97518,97510,127149,103371,97741
116261,112009,112001,111101,127659,114630,111692
92097,88973,88861,88973,119071,92100,89307
94080,91903,91903,91100,105654,94831,91015
160235,154439,154284,154254,168140,159337,154801
141071,135969,135969,135744,148154,141136,135517
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
17,17,17,17,17,17,17
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,21,0,0
0,0,0,0,0,0,0
41,41,41,41,569,41,41
223,223,223,223,288,223,223
112320,109117,109074,108470,128264,114189,109561
121602,116144,116006,115282,152236,119281,115124
109907,107405,107134,106563,128313,110218,105554
163702,158787,158194,158730,169593,162648,158326
106021,104125,101482,99623,147501,105770,99899
152275,147989,147245,146823,160703,153144,146738
197567,191839,189393,189661,215223,196817,190283
187468,182147,180848,178524,204167,186105,178782
99626,95229,94418,94789,110645,98295,94233
94327,88377,88161,88295,132434,94107,88401
