Problem1,6,5,,,,,,,,,,,,
 ,28,14,47,26,26,16,1,44,11,48,18,17,18,892
Problem271,10,5,,,,,,,,,,,,
1,46,33,76,38,87,5,,,,,,,,
 ,70,78,65,51,89,26,603,,,,,,,
2,97,23,83,62,57,39,,,,,,,,
 ,82,91,44,33,85,97,812,,,,,,,
3,59,18,42,77,43,22,,,,,,,,
 ,72,56,55,83,24,33,750,,,,,,,
4,81,90,22,43,58,81,,,,,,,,
 ,22,41,91,27,3,97,948,,,,,,,
5,21,37,64,72,29,10,,,,,,,,
 ,19,68,82,34,20,71,731,,,,,,,
6,65,55,23,41,85,7,,,,,,,,
 ,32,75,40,10,85,34,727,,,,,,,
7,13,85,42,76,9,97,,,,,,,,
 ,1,95,68,38,35,100,950,,,,,,,
8,13,10,88,42,1,38,,,,,,,,
 ,97,33,78,8,3,12,621,,,,,,,
9,6,54,90,57,50,98,,,,,,,,
 ,85,38,29,16,65,59,982,,,,,,,
10,10,59,93,90,32,81,,,,,,,,
 ,41,10,38,55,1,61,907,,,,,,,
Problem272,10,5,,,,,,,,,,,,
1,50,8,24,11,7,55,,,,,,,,
 ,48,36,67,88,30,89,423,,,,,,,
2,66,69,28,77,68,38,,,,,,,,
 ,15,84,53,7,38,80,770,,,,,,,
3,31,32,93,10,9,20,,,,,,,,
 ,74,99,56,49,96,10,1041,,,,,,,
4,61,40,42,3,11,43,,,,,,,,
 ,32,59,70,42,28,68,703,,,,,,,
5,39,90,92,33,53,56,,,,,,,,
 ,94,15,89,89,26,21,676,,,,,,,
6,12,75,52,9,69,18,,,,,,,,
 ,89,85,32,73,73,19,1020,,,,,,,
7,41,51,20,17,76,69,,,,,,,,
 ,61,95,55,89,14,3,413,,,,,,,
8,65,73,93,61,45,48,,,,,,,,
 ,78,33,74,0,37,9,486,,,,,,,
9,100,30,100,61,64,75,,,,,,,,
 ,70,1,65,65,83,35,414,,,,,,,
10,78,77,46,23,50,11,,,,,,,,
 ,31,73,3,19,75,34,889,,,,,,,
Problem273,10,5,,,,,,,,,,,,
1,73,33,78,51,74,13,,,,,,,,
 ,49,7,91,64,1,52,660,,,,,,,
2,41,58,46,55,42,93,,,,,,,,
 ,72,4,4,13,41,1,370,,,,,,,
3,6,45,16,92,13,7,,,,,,,,
 ,37,82,65,49,19,28,632,,,,,,,
4,48,53,33,76,99,42,,,,,,,,
 ,13,10,83,7,45,0,611,,,,,,,
5,15,81,45,5,6,38,,,,,,,,
 ,67,57,21,59,36,37,955,,,,,,,
6,66,36,64,84,23,41,,,,,,,,
 ,99,49,28,86,24,13,753,,,,,,,
7,55,2,31,58,78,46,,,,,,,,
 ,41,33,91,13,29,1,866,,,,,,,
8,50,60,62,37,37,22,,,,,,,,
 ,66,52,52,86,88,59,407,,,,,,,
9,95,14,70,96,58,31,,,,,,,,
 ,22,4,69,75,64,2,858,,,,,,,
10,7,78,34,67,95,98,,,,,,,,
 ,62,61,80,11,59,91,343,,,,,,,
Problem274,10,5,,,,,,,,,,,,
1,27,39,58,29,16,92,,,,,,,,
 ,48,35,68,11,75,86,390,,,,,,,
2,75,7,76,40,18,23,,,,,,,,
 ,43,28,14,89,81,52,523,,,,,,,
3,5,65,96,10,45,20,,,,,,,,
 ,8,90,36,24,35,18,833,,,,,,,
4,10,75,2,49,74,22,,,,,,,,
 ,35,46,25,27,77,2,376,,,,,,,
5,8,88,57,78,85,59,,,,,,,,
 ,95,31,46,90,53,36,747,,,,,,,
6,72,34,43,21,16,87,,,,,,,,
 ,76,58,2,8,44,95,534,,,,,,,
7,58,91,22,45,5,60,,,,,,,,
 ,72,49,89,9,93,91,659,,,,,,,
8,98,83,27,93,67,65,,,,,,,,
 ,42,15,85,68,57,96,896,,,,,,,
9,52,57,83,84,32,48,,,,,,,,
 ,16,75,0,0,77,87,701,,,,,,,
10,71,35,97,43,13,20,,,,,,,,
 ,38,57,43,80,21,26,896,,,,,,,
Problem275,10,5,,,,,,,,,,,,
1,78,93,8,19,3,91,,,,,,,,
 ,12,64,45,57,55,50,1136,,,,,,,
2,99,36,1,41,46,38,,,,,,,,
 ,12,89,18,25,83,99,400,,,,,,,
3,38,23,37,56,96,62,,,,,,,,
 ,18,89,90,84,25,9,997,,,,,,,
4,27,45,44,70,2,98,,,,,,,,
 ,51,62,86,38,4,58,523,,,,,,,
5,36,89,12,93,63,14,,,,,,,,
 ,86,56,85,90,36,13,468,,,,,,,
6,3,94,37,99,40,69,,,,,,,,
 ,93,13,44,59,22,86,1009,,,,,,,
7,49,78,58,45,82,86,,,,,,,,
 ,44,99,82,94,24,34,433,,,,,,,
8,99,38,5,31,45,39,,,,,,,,
 ,43,8,16,86,49,34,1057,,,,,,,
9,99,86,82,96,42,89,,,,,,,,
 ,42,0,93,47,61,3,1062,,,,,,,
10,79,64,17,67,29,46,,,,,,,,
 ,36,26,100,58,91,88,935,,,,,,,
Problem276,10,5,,,,,,,,,,,,
1,96,8,78,59,91,10,,,,,,,,
 ,81,54,65,33,98,40,415,,,,,,,
2,99,19,30,81,60,58,,,,,,,,
 ,16,98,5,15,68,32,519,,,,,,,
3,30,1,99,85,37,69,,,,,,,,
 ,25,69,41,84,49,91,679,,,,,,,
4,20,9,31,58,64,65,,,,,,,,
 ,43,76,77,82,60,7,846,,,,,,,
5,54,10,13,59,41,86,,,,,,,,
 ,94,98,79,39,33,70,651,,,,,,,
6,96,83,48,29,35,73,,,,,,,,
 ,18,34,10,62,7,0,349,,,,,,,
7,79,33,90,20,18,92,,,,,,,,
 ,5,31,80,79,82,74,436,,,,,,,
8,89,98,79,52,76,53,,,,,,,,
 ,6,99,1,49,94,60,571,,,,,,,
9,67,92,27,23,35,60,,,,,,,,
 ,43,55,43,67,1,68,838,,,,,,,
10,33,38,53,25,80,72,,,,,,,,
 ,39,6,77,35,51,79,652,,,,,,,
Problem277,10,5,,,,,,,,,,,,
1,68,93,20,70,92,38,,,,,,,,
 ,10,91,42,58,21,6,528,,,,,,,
2,20,67,7,88,24,8,,,,,,,,
 ,24,90,22,13,75,49,423,,,,,,,
3,50,51,63,80,28,14,,,,,,,,
 ,10,60,84,15,55,85,509,,,,,,,
4,23,66,68,14,11,79,,,,,,,,
 ,78,97,69,29,44,73,523,,,,,,,
5,67,85,11,21,91,29,,,,,,,,
 ,70,52,58,19,24,26,1042,,,,,,,
6,46,41,12,67,52,79,,,,,,,,
 ,6,89,73,31,93,13,993,,,,,,,
7,69,69,40,5,18,35,,,,,,,,
 ,81,17,35,81,92,12,968,,,,,,,
8,45,70,50,93,61,1,,,,,,,,
 ,4,73,10,56,60,75,648,,,,,,,
9,59,34,68,17,22,47,,,,,,,,
 ,23,34,98,13,65,88,554,,,,,,,
10,47,27,20,36,23,49,,,,,,,,
 ,55,69,37,81,6,77,499,,,,,,,
Problem278,10,5,,,,,,,,,,,,
1,69,46,93,13,41,55,,,,,,,,
 ,92,75,78,100,93,88,633,,,,,,,
2,58,95,15,9,15,33,,,,,,,,
 ,84,35,14,67,12,3,897,,,,,,,
3,70,88,83,84,82,39,,,,,,,,
 ,22,20,79,49,98,29,576,,,,,,,
4,87,30,78,91,87,94,,,,,,,,
 ,30,83,28,59,60,43,1027,,,,,,,
5,69,16,2,33,86,80,,,,,,,,
 ,25,3,19,21,98,72,609,,,,,,,
6,39,83,42,1,45,42,,,,,,,,
 ,89,77,95,23,73,39,416,,,,,,,
7,19,89,66,62,18,46,,,,,,,,
 ,99,38,28,57,93,92,795,,,,,,,
8,82,95,80,29,5,59,,,,,,,,
 ,21,38,85,99,95,13,786,,,,,,,
9,44,61,23,94,54,87,,,,,,,,
 ,16,75,92,81,62,63,1025,,,,,,,
10,77,20,5,23,86,41,,,,,,,,
 ,55,19,59,71,22,100,469,,,,,,,
Problem279,10,5,,,,,,,,,,,,
1,77,83,89,82,78,15,,,,,,,,
 ,22,94,8,91,62,99,443,,,,,,,
2,70,67,46,68,2,86,,,,,,,,
 ,63,64,18,76,58,33,450,,,,,,,
3,6,40,73,93,43,6,,,,,,,,
 ,50,77,94,75,10,3,656,,,,,,,
4,38,83,16,68,78,41,,,,,,,,
 ,11,92,100,86,62,61,832,,,,,,,
5,68,7,27,65,80,27,,,,,,,,
 ,14,41,12,61,94,43,636,,,,,,,
6,45,53,81,25,70,72,,,,,,,,
 ,27,91,1,92,7,67,538,,,,,,,
7,10,46,19,90,95,84,,,,,,,,
 ,11,58,51,24,73,3,1062,,,,,,,
8,13,61,17,91,65,23,,,,,,,,
 ,98,83,71,48,50,47,959,,,,,,,
9,92,44,63,20,95,97,,,,,,,,
 ,70,14,32,53,60,38,811,,,,,,,
10,48,21,98,56,66,36,,,,,,,,
 ,84,77,86,58,63,71,833,,,,,,,
Problem280,10,5,,,,,,,,,,,,
1,8,18,29,51,5,60,,,,,,,,
 ,66,72,27,88,73,76,432,,,,,,,
2,16,44,3,67,41,92,,,,,,,,
 ,71,93,15,8,17,72,771,,,,,,,
3,53,53,24,49,12,31,,,,,,,,
 ,10,87,100,13,84,59,973,,,,,,,
4,55,47,34,85,63,47,,,,,,,,
 ,40,64,81,44,19,33,895,,,,,,,
5,97,96,62,29,83,21,,,,,,,,
 ,43,37,96,77,14,25,1085,,,,,,,
6,62,79,46,69,100,49,,,,,,,,
 ,43,29,58,45,1,21,978,,,,,,,
7,93,82,38,43,32,50,,,,,,,,
 ,95,94,93,3,35,96,834,,,,,,,
8,49,0,30,71,98,12,,,,,,,,
 ,28,19,21,23,68,18,976,,,,,,,
9,31,76,85,15,90,73,,,,,,,,
 ,27,81,75,39,91,74,663,,,,,,,
10,52,69,10,52,59,84,,,,,,,,
 ,25,36,93,94,54,24,796,,,,,,,
Problem281,10,10,,,,,,,,,,,,
1,90,36,33,30,51,21,92,92,43,82,98,,,
 ,42,53,87,73,84,5,24,15,52,21,49,600,,
2,35,15,95,83,17,22,40,80,86,52,20,,,
 ,29,37,30,32,15,65,73,14,95,87,24,664,,
3,47,55,65,15,88,94,9,51,76,39,9,,,
 ,75,51,3,63,5,15,15,27,47,98,31,972,,
4,64,46,36,9,1,83,15,32,8,69,94,,,
 ,77,38,34,60,23,56,24,75,14,28,57,376,,
5,57,74,5,29,3,0,4,92,4,28,82,,,
 ,17,10,43,71,74,65,18,15,20,90,11,425,,
6,78,83,28,29,95,53,65,59,69,6,94,,,
 ,65,78,11,35,31,6,25,36,19,96,95,561,,
7,22,4,25,75,57,41,85,13,94,36,50,,,
 ,43,17,36,34,74,83,2,53,79,90,28,616,,
8,64,89,26,57,47,23,100,34,97,48,26,,,
 ,99,26,13,52,15,94,19,78,99,68,39,408,,
9,62,52,94,86,66,11,77,1,89,31,98,,,
 ,90,35,79,32,62,43,22,33,28,96,44,450,,
10,52,51,3,62,35,50,4,57,36,1,61,,,
 ,8,28,94,47,67,34,13,18,15,60,10,1022,,
Problem282,10,10,,,,,,,,,,,,
1,8,46,72,25,0,56,54,16,62,74,15,,,
 ,100,15,11,3,9,88,100,32,43,3,87,727,,
2,51,45,3,27,0,67,23,56,1,35,98,,,
 ,21,92,29,73,31,59,85,83,18,45,4,760,,
3,26,29,87,41,44,83,84,90,54,60,43,,,
 ,100,95,36,21,88,11,18,57,2,92,74,925,,
4,5,37,34,86,45,54,56,24,58,94,83,,,
 ,86,56,24,5,20,27,88,55,44,17,5,444,,
5,29,75,30,43,3,37,34,19,88,19,97,,,
 ,100,71,42,48,58,48,53,76,26,68,3,1142,,
6,82,5,24,12,98,72,26,59,97,44,72,,,
 ,100,94,59,17,23,41,96,10,44,20,72,694,,
7,24,20,50,85,60,51,100,19,5,61,16,,,
 ,13,59,18,47,50,11,82,19,2,64,70,959,,
8,54,100,82,91,91,78,68,99,54,9,45,,,
 ,80,12,47,56,19,17,60,70,2,49,76,1027,,
9,51,23,64,35,95,94,23,64,92,21,70,,,
 ,78,29,89,46,44,69,85,91,3,88,78,761,,
10,23,76,36,34,28,49,9,90,0,58,65,,,
 ,46,26,70,68,62,91,90,61,47,53,83,1180,,
Problem283,10,10,,,,,,,,,,,,
1,34,38,97,4,4,41,87,39,13,4,72,,,
 ,83,26,39,69,28,83,97,51,11,9,13,438,,
2,91,24,7,24,19,88,77,73,87,91,52,,,
 ,39,32,76,18,38,19,61,74,6,28,20,743,,
3,48,95,33,24,36,96,94,49,99,10,69,,,
 ,99,8,1,35,28,82,10,3,91,58,72,1029,,
4,76,43,94,3,10,61,38,27,48,40,62,,,
 ,95,19,91,37,97,80,21,82,27,20,33,1014,,
5,72,17,83,11,31,97,23,85,34,25,63,,,
 ,71,2,25,78,41,21,39,53,38,79,12,579,,
6,15,64,67,28,5,86,39,81,37,98,24,,,
 ,52,23,59,24,28,22,23,48,67,25,71,851,,
7,79,91,44,60,86,72,5,38,61,84,1,,,
 ,60,7,29,49,25,7,99,67,54,92,27,703,,
8,36,20,78,37,48,14,36,71,86,57,77,,,
 ,49,50,91,36,92,93,27,31,56,32,92,916,,
9,76,42,25,36,35,47,25,64,64,54,33,,,
 ,32,21,26,23,22,33,4,9,42,100,74,880,,
10,9,74,21,13,41,71,36,18,93,13,5,,,
 ,70,45,15,18,21,69,66,49,4,83,27,396,,
Problem284,10,10,,,,,,,,,,,,
1,70,55,17,79,16,71,11,21,62,100,75,,,
 ,12,5,24,24,100,45,52,74,51,6,92,998,,
2,7,69,28,52,15,78,82,7,82,62,52,,,
 ,4,89,6,58,79,77,4,10,87,47,96,572,,
3,30,91,10,79,83,35,84,52,36,88,62,,,
 ,50,96,99,66,22,81,64,37,68,45,36,1160,,
4,79,54,39,88,2,29,20,60,97,91,75,,,
 ,60,9,15,33,75,12,99,30,9,71,88,620,,
5,87,6,21,9,63,98,87,22,25,94,40,,,
 ,75,65,45,94,17,7,40,39,1,86,45,833,,
6,84,7,23,81,40,12,25,25,47,49,59,,,
 ,54,24,65,53,30,41,87,15,63,31,92,703,,
7,83,11,41,99,81,55,60,38,73,68,62,,,
 ,51,87,2,12,44,87,78,64,80,54,30,1118,,
8,61,19,0,95,44,10,53,60,36,83,8,,,
 ,92,28,18,13,4,13,6,22,95,39,88,768,,
9,23,33,22,80,94,63,24,74,57,50,52,,,
 ,76,5,39,96,69,41,80,21,31,11,84,730,,
10,75,18,58,79,32,70,88,21,42,40,99,,,
 ,80,26,54,25,95,30,35,17,42,26,36,813,,
Problem285,10,10,,,,,,,,,,,,
1,24,27,46,96,85,40,36,16,36,1,56,,,
 ,59,66,54,73,2,24,85,79,65,13,20,1039,,
2,15,29,3,42,69,46,91,45,54,58,19,,,
 ,55,90,4,63,96,59,72,67,53,96,54,777,,
3,41,57,46,26,23,86,24,84,42,16,83,,,
 ,25,16,70,38,38,2,25,97,67,69,81,1082,,
4,41,82,2,88,11,66,7,92,13,85,71,,,
 ,55,93,50,98,44,11,14,74,29,36,12,1171,,
5,88,93,4,15,63,80,83,85,92,68,54,,,
 ,99,29,82,71,26,30,18,79,60,53,21,1076,,
6,39,76,58,71,89,62,64,73,18,87,89,,,
 ,29,21,58,24,94,40,60,91,55,97,44,1139,,
7,61,51,53,61,56,61,74,57,22,93,78,,,
 ,16,59,55,21,64,83,8,32,71,1,38,1194,,
8,60,24,45,50,82,89,94,91,88,84,88,,,
 ,28,26,83,14,57,62,9,75,43,18,54,448,,
9,78,46,81,28,5,81,23,22,7,1,29,,,
 ,60,99,99,43,50,32,50,19,67,1,64,1049,,
10,81,39,22,75,26,20,50,88,55,38,85,,,
 ,44,73,32,30,24,79,18,84,32,65,39,1256,,
Problem286,10,10,,,,,,,,,,,,
1,32,21,42,3,73,77,12,36,18,95,16,,,
 ,4,20,70,24,41,63,44,54,99,77,73,1043,,
2,91,41,81,76,11,53,65,15,4,53,67,,,
 ,89,94,1,17,55,46,56,85,62,46,9,455,,
3,66,36,100,4,81,56,29,8,43,20,68,,,
 ,41,29,66,2,98,45,82,88,78,82,20,824,,
4,87,15,47,74,13,62,15,84,4,82,42,,,
 ,88,34,25,60,10,10,36,93,7,13,17,660,,
5,29,27,84,36,59,79,85,48,60,83,7,,,
 ,93,19,70,22,40,0,35,10,67,44,36,440,,
6,2,14,92,30,79,66,60,23,49,88,18,,,
 ,5,12,95,39,85,56,47,23,13,99,9,722,,
7,48,16,5,97,74,23,58,90,20,85,7,,,
 ,49,94,38,22,74,56,98,82,59,33,13,746,,
8,86,42,29,26,34,26,23,81,68,25,95,,,
 ,32,91,33,72,83,98,82,95,34,75,57,486,,
9,75,62,88,37,21,49,57,47,95,97,54,,,
 ,51,97,70,8,56,87,12,73,62,29,10,401,,
10,93,78,57,60,43,88,84,20,95,58,96,,,
 ,97,89,45,63,58,79,54,13,45,4,18,846,,
Problem287,10,10,,,,,,,,,,,,
1,19,49,83,66,56,5,17,83,56,96,58,,,
 ,92,93,12,81,68,20,32,73,14,5,63,894,,
2,76,34,41,31,56,43,53,48,54,24,82,,,
 ,64,82,4,23,29,73,7,43,5,49,5,441,,
3,46,30,5,12,77,11,38,48,9,72,64,,,
 ,57,11,47,67,61,58,39,95,58,54,87,1000,,
4,74,22,9,73,59,51,58,70,0,2,13,,,
 ,83,10,9,18,71,62,90,42,5,34,26,970,,
5,68,62,26,48,98,64,89,64,29,91,71,,,
 ,7,64,80,82,90,69,90,98,51,13,43,880,,
6,67,47,10,1,56,54,16,14,17,21,68,,,
 ,84,77,32,24,47,48,72,67,71,34,90,604,,
7,50,36,11,12,28,65,56,21,55,59,56,,,
 ,6,57,37,38,52,89,33,75,55,96,86,889,,
8,89,63,67,75,42,50,59,52,5,68,53,,,
 ,52,71,17,69,56,17,31,70,80,40,91,849,,
9,87,49,15,71,13,50,6,72,14,13,24,,,
 ,38,30,82,94,74,82,15,39,89,2,70,511,,
10,59,36,7,67,46,35,25,43,68,60,79,,,
 ,28,39,34,3,97,34,74,85,11,67,8,467,,
Problem288,10,10,,,,,,,,,,,,
1,59,86,9,63,85,46,92,66,26,58,98,,,
 ,45,26,72,94,64,1,0,70,23,8,41,925,,
2,30,60,21,52,21,7,87,86,60,22,97,,,
 ,64,24,71,1,23,38,37,39,29,74,14,724,,
3,20,14,72,87,18,35,18,50,34,93,29,,,
 ,89,17,83,90,50,24,65,99,69,96,24,636,,
4,5,51,91,73,64,81,31,7,36,20,95,,,
 ,92,66,18,21,97,75,37,18,13,6,56,385,,
5,60,67,53,70,49,51,5,97,100,51,83,,,
 ,88,50,58,26,9,80,24,54,21,13,89,659,,
6,24,26,73,95,19,10,26,29,50,13,84,,,
 ,22,78,29,60,80,96,9,91,47,35,46,644,,
7,91,11,95,75,49,39,31,30,65,74,71,,,
 ,58,31,44,52,55,16,8,98,5,7,65,542,,
8,84,3,39,81,87,51,62,40,32,32,71,,,
 ,58,80,33,29,83,69,13,18,65,70,43,581,,
9,28,24,79,16,29,95,75,63,39,10,31,,,
 ,65,50,67,99,83,58,57,21,54,93,55,487,,
10,72,23,75,14,63,74,8,18,91,14,2,,,
 ,19,4,91,58,48,80,24,22,94,33,22,653,,
Problem289,10,10,,,,,,,,,,,,
1,59,85,18,41,9,27,53,50,31,4,79,,,
 ,56,84,48,82,18,15,9,51,74,6,97,694,,
2,2,67,11,100,43,46,91,69,49,42,74,,,
 ,79,52,88,52,74,43,10,59,21,84,26,645,,
3,47,31,91,18,1,14,39,93,69,68,81,,,
 ,95,23,86,100,9,74,73,58,65,24,74,1016,,
4,98,88,18,81,61,65,72,16,27,5,68,,,
 ,3,35,26,35,46,84,63,97,43,8,48,743,,
5,78,85,49,53,50,88,56,71,69,99,71,,,
 ,0,8,33,5,9,57,100,53,77,11,65,438,,
6,93,95,45,30,93,26,65,65,79,71,70,,,
 ,2,63,41,56,80,64,87,62,59,45,55,673,,
7,72,98,80,56,70,62,93,8,63,13,36,,,
 ,26,12,82,62,30,13,44,97,74,49,14,463,,
8,70,19,90,21,70,83,1,18,11,37,68,,,
 ,23,61,20,83,10,79,73,15,4,74,43,960,,
9,30,23,58,58,87,12,57,6,61,82,97,,,
 ,15,26,1,5,15,46,5,85,36,17,37,642,,
10,19,4,89,100,46,67,79,4,98,64,89,,,
 ,88,91,24,33,73,67,37,52,100,45,69,707,,
Problem290,10,10,,,,,,,,,,,,
1,59,11,79,77,43,49,49,17,89,29,12,,,
 ,60,48,26,8,52,62,69,76,68,35,22,526,,
2,22,91,49,4,97,56,53,81,79,16,80,,,
 ,70,98,81,1,29,79,16,100,53,88,57,407,,
3,73,53,54,57,100,91,75,84,22,36,45,,,
 ,74,46,68,60,69,61,21,10,85,65,50,754,,
4,68,98,34,56,9,100,53,46,56,36,92,,,
 ,34,44,95,26,23,50,80,42,3,76,66,939,,
5,45,10,67,18,63,49,58,84,88,70,22,,,
 ,35,74,49,32,33,67,19,36,38,87,26,752,,
6,76,15,90,96,7,28,69,59,93,58,41,,,
 ,87,58,77,47,48,46,10,23,58,62,8,994,,
7,9,61,30,37,63,100,50,97,17,51,62,,,
 ,56,67,77,29,50,83,61,10,98,59,99,591,,
8,89,66,45,33,50,81,77,77,73,29,16,,,
 ,38,63,47,7,33,28,53,40,36,61,3,981,,
9,33,44,76,12,79,49,42,37,65,69,2,,,
 ,58,89,65,10,92,1,98,92,92,69,46,913,,
10,29,34,33,93,34,90,61,2,45,44,16,,,
 ,83,16,65,50,29,73,37,50,82,47,19,880,,
Problem291,10,12,,,,,,,,,,,,
1,52,90,45,35,15,8,87,47,44,56,22,43,99,
 ,43,64,80,97,41,11,35,33,18,30,0,64,8,929
2,0,79,16,67,76,27,98,99,76,75,76,99,88,
 ,94,56,81,47,83,74,43,34,63,74,26,46,93,603
3,19,61,74,82,6,93,37,64,30,38,26,40,82,
 ,4,17,52,92,68,67,48,25,91,55,19,15,84,438
4,70,9,15,84,16,97,65,67,85,28,81,33,89,
 ,88,65,48,53,23,94,28,81,62,26,70,97,49,589
5,91,13,36,90,81,54,100,9,56,82,61,89,84,
 ,28,71,84,15,42,81,83,28,15,79,83,46,61,543
6,78,68,37,30,2,10,12,73,71,92,3,20,77,
 ,48,93,28,27,84,6,21,15,1,22,82,47,58,721
7,73,59,58,68,95,22,85,4,49,43,22,58,8,
 ,30,69,42,6,30,9,63,63,81,88,43,23,31,931
8,27,22,7,91,49,96,42,40,21,34,15,100,36,
 ,22,47,77,97,47,34,100,60,83,54,46,90,8,961
9,66,45,41,37,79,15,76,56,60,54,0,20,14,
 ,49,2,78,14,36,21,63,63,15,46,77,92,49,461
10,66,54,69,38,41,7,64,80,65,59,34,93,59,
 ,36,100,66,40,76,15,32,17,97,21,57,57,3,830
Problem292,10,12,,,,,,,,,,,,
1,87,35,53,73,100,58,3,7,65,93,65,95,93,
 ,48,99,18,23,6,84,19,56,49,74,68,2,67,520
2,56,54,77,44,74,48,48,14,66,46,95,77,87,
 ,50,43,6,8,37,50,78,60,87,92,1,24,94,424
3,0,77,50,84,71,59,60,69,88,34,43,96,41,
 ,88,42,11,69,18,7,81,12,21,21,39,20,36,783
4,94,71,57,4,65,33,67,4,71,98,11,72,76,
 ,11,11,84,27,44,87,75,36,43,84,72,14,47,416
5,73,54,78,2,64,63,24,19,92,28,68,84,75,
 ,24,43,84,40,86,71,61,64,66,87,47,52,83,676
6,55,34,69,5,86,46,18,27,97,53,96,53,49,
 ,39,35,90,33,22,29,89,100,36,43,74,8,89,628
7,61,62,92,78,79,22,4,65,50,84,50,92,92,
 ,66,32,1,88,20,62,71,83,94,49,49,60,9,708
8,34,54,40,78,85,24,22,28,34,76,55,13,20,
 ,46,72,24,81,66,100,11,74,68,88,43,36,8,927
9,40,60,37,51,1,33,65,96,91,46,14,25,94,
 ,61,7,16,50,27,64,86,47,58,54,2,95,1,665
10,84,64,7,83,49,67,26,58,79,84,83,62,94,
 ,99,19,75,76,49,33,55,98,85,55,10,32,66,467
Problem293,10,12,,,,,,,,,,,,
1,7,23,31,61,50,69,40,64,58,40,3,90,10,
 ,86,79,96,90,28,64,60,67,58,60,32,38,75,985
2,40,100,66,97,57,54,56,38,62,56,68,3,4,
 ,18,57,38,66,52,93,0,64,52,87,90,96,54,585
3,56,76,18,100,79,46,39,33,20,10,12,26,20,
 ,75,83,39,31,8,22,32,66,97,41,63,75,38,915
4,75,54,13,94,41,83,27,31,82,31,7,54,21,
 ,60,37,28,26,97,6,43,62,3,93,48,30,18,498
5,41,25,50,54,4,95,76,95,1,27,31,43,94,
 ,15,2,10,43,23,37,58,34,14,50,52,48,82,903
6,84,71,50,27,17,88,15,81,33,62,90,57,49,
 ,74,100,87,84,76,69,64,60,83,25,35,68,77,401
7,10,28,85,16,60,76,11,6,96,66,0,67,54,
 ,95,87,33,33,4,44,70,51,46,69,4,74,79,737
8,34,56,82,76,49,94,5,2,55,3,26,57,85,
 ,43,31,53,99,36,19,25,55,45,8,5,36,43,1078
9,83,58,41,52,95,21,26,17,38,25,81,17,58,
 ,63,16,49,90,54,6,89,84,62,2,1,0,81,909
10,90,25,97,20,71,50,67,64,13,43,87,73,89,
 ,25,2,81,15,13,37,9,74,25,40,6,50,76,424
Problem294,10,12,,,,,,,,,,,,
1,43,76,24,13,94,18,27,71,81,69,75,26,96,
 ,14,38,95,31,32,5,91,79,2,71,54,92,53,841
2,15,35,61,26,19,10,4,15,100,85,40,26,89,
 ,62,16,95,0,1,20,67,66,80,85,100,80,57,957
3,60,64,55,67,61,74,64,14,35,80,36,12,58,
 ,82,6,70,46,8,38,23,99,49,40,12,72,89,765
4,17,42,32,55,96,27,71,95,53,6,70,87,73,
 ,36,72,76,28,44,27,44,72,87,58,48,96,41,426
5,34,10,40,61,94,11,87,38,17,94,16,51,70,
 ,93,14,5,42,44,52,22,38,51,1,67,78,82,853
6,21,62,45,51,82,67,74,21,30,21,38,3,94,
 ,80,98,8,48,86,82,59,23,69,92,32,10,89,1063
7,58,72,74,41,52,84,30,8,79,34,21,98,82,
 ,13,72,25,55,48,9,62,77,42,24,56,96,30,1002
8,10,40,5,92,78,42,45,16,86,37,75,83,17,
 ,25,25,83,47,70,83,11,56,88,76,0,66,88,676
9,100,65,53,25,67,11,10,93,71,40,14,11,56,
 ,9,34,88,49,38,33,54,21,85,82,70,71,95,409
10,19,15,74,21,67,36,55,59,41,77,11,78,73,
 ,47,85,63,67,53,92,69,4,5,81,19,11,17,426
Problem295,10,12,,,,,,,,,,,,
1,7,63,84,94,2,7,22,67,97,48,55,62,65,
 ,59,98,91,32,88,48,24,41,1,20,62,53,97,893
2,90,8,14,80,33,64,92,9,2,94,57,3,85,
 ,89,66,80,7,94,36,89,94,39,53,4,74,97,1086
3,10,8,83,23,76,44,78,31,34,86,42,36,99,
 ,78,94,34,46,83,19,48,66,68,60,92,5,43,433
4,4,65,31,56,51,80,46,66,45,8,38,91,28,
 ,15,28,14,25,68,13,47,17,12,44,95,72,50,803
5,41,49,42,27,15,42,34,54,86,84,94,59,26,
 ,2,91,29,9,71,43,36,19,28,57,69,51,20,646
6,21,59,71,25,37,66,69,6,69,4,94,32,73,
 ,8,57,24,74,80,13,30,59,64,62,7,57,46,823
7,87,64,100,76,90,75,32,88,71,70,35,98,87,
 ,90,9,65,91,81,43,62,91,53,26,40,66,74,549
8,65,46,21,19,81,31,78,35,72,34,92,54,17,
 ,3,6,44,31,39,22,48,54,43,84,2,43,90,912
9,64,18,73,90,71,10,52,48,86,5,50,13,83,
 ,62,21,67,62,48,25,5,94,54,32,63,64,22,1100
10,58,59,8,51,90,79,9,67,34,87,18,86,85,
 ,97,72,78,6,91,61,65,3,97,27,66,93,65,562
Problem296,10,12,,,,,,,,,,,,
1,36,96,90,47,67,78,59,98,54,84,29,80,12,
 ,49,5,8,67,8,6,13,84,96,36,78,18,95,1033
2,83,40,30,10,51,36,15,14,80,89,39,86,50,
 ,33,55,62,79,78,8,59,48,14,61,5,80,86,930
3,55,12,29,70,4,35,45,70,70,85,23,53,52,
